domain,merchant_name,source,estimated_yearly_revenue,revenue_source,employee_count,description,categories,city,state,country_code,company_location,platform,plan,estimated_monthly_pageviews,estimated_monthly_visits,instagram,facebook,tiktok,twitter,linkedin_url,youtube,pinterest,tiktok_followers,twitter_followers,pinterest_followers,youtube_followers,emails,phones,apollo_industry,apollo_keywords,apollo_estimated_employees,apollo_founded_year,apollo_short_description
www.k18hair.com,K18Hair,list1,"USD $45,660,166.80",store_leads,220,"We're a biotech-powered brand breaking the rules of haircare. Beloved by the PRO community and at-home users in 100+ countries, K18 has over 20+ billion TikTok views and 25+ prestigious awards. Our growing lineup of intentional, biology-first haircare is all about unlocking next-level expression for all.",/Beauty & Fitness/Hair Care,El Segundo,California,US,"El Segundo, CA 90245, USA",Shopify,Shopify Plus,3903840,1052720,k18hair,k18hair,@k18hair,,https://www.linkedin.com/company/khairpep-inc-,uc_fhxbpfmyo6iasj6exkkcw,,248200,,,8060,info@warehouse5.co.uk:hello@k18hair.com:warranty@k18hair.com,+1 225-292-6500:+1 417-889-5533:+1 800-251-4247:+1 800-755-7475:+1 847-480-0000:+1 877-633-1717:+1 877-707-8664:+1 844-564-0382:+1 844-564-0384,,,,,
malibuc.com,Malibu C,list1,"USD $15,595,296.84",store_leads,40,"Solve your hair and skin issues with our collection of plant-based, sustainable hair, scalp, & skin products. From hard-water shampoo to Vitamin C skin serums.",/Beauty & Fitness/Hair Care:/Beauty & Fitness/Face & Body Care,Indianapolis,Indiana,US,"Indianapolis, IN, USA",Shopify,,1111135,299631,malibucpro,malibucpro,,,https://www.linkedin.com/company/malibu-c,malibuwellness,,,,,5740,help@malibuc.com:support@malibuc.com,+1 317-375-3175:+1 800-622-7332:+1 866-770-3711,,,,,
www.nomatic.com,NOMATIC,list1,"USD $43,760,894.76",store_leads,52,"At NOMATIC, we create minimalist products like travel bags, backpacks, camera bags, and more. Check out our different products from wallets to luggage!",/Apparel,Sandy,Utah,US,"Sandy, UT, USA",Shopify,Shopify Plus,1588877,428460,nomatic,nomaticproducts,@nomaticgear,nomaticgear,https://www.linkedin.com/company/nomatic-llc,uco_klfyk176lwoezgbbciaw,,29500,11500,,78400,Sales@nomatic.com:info@gomatic.co.uk:info@nomatic.com,+1 385-325-8688,,,,,
vinegarsyndrome.com,Vinegar Syndrome,list1,"USD $22,680,533.04",store_leads,31,Providing public access to our ever growing archive of rare & forgotten cult film by performing expert-level restorations and creating compelling home video packages for both 4K UHD and Blu-ray.,/Arts & Entertainment/Movies,Bridgeport,Connecticut,US,"Bridgeport, CT, USA",Shopify,Shopify Plus,1939133,522911,vinegarsyndrome,vinsyn,,vinegarsyndrome,https://www.linkedin.com/company/vinegar-syndrome,vinegarsyndromefilms,,,53600,,55000,orders@vinsyn.com:contact@vinsyn.com,+1 475-731-1778,,,,,
www.pacificabeauty.com,Pacifica,list1,"USD $21,532,065.00",store_leads,111,"Browse Pacifica to find the best skincare & beauty products. Shop a selection of 100% cruelty-free & vegan makeup, perfume, haircare & more!",/Beauty & Fitness/Face & Body Care,Carpinteria,California,US,"Carpinteria, CA, USA",Shopify,Shopify Plus,1840942,496433,pacificabeauty,pacificabeauty,@pacificabeauty,pacificabeauty,https://www.linkedin.com/company/pacificabeauty,,ilovepacifica,466100,19400,15400,,support@pacificabeauty.com:ecom@pacificabeauty.com,+1 844-332-8440,,,,,
chicsoul.com,Chic Soul,list1,"USD $35,226,411.72",store_leads,49,"Your one stop shop for boutique plus size clothing! Shop the latest trends for curvy, confident, chic women. Enjoy free shipping on orders over $100.",/Apparel/Women's Clothing,Auburn,Alabama,US,"Auburn, AL, USA",Shopify,,2101308,566644,shopchicsoul,shopchicsoul,@shopchicsoul,,https://www.linkedin.com/company/chicsoul,ucanqe8u3mzbpwbaxgqr7sqw,shopchicsoul,211900,,65700,5120,customerservice@chicsoul.com:models@chicsoul.com:careers@chicsoul.com:copyright@chicsoul.com,+1 334-329-7685,,,,,
bohme.com,böhme,list1,"USD $37,969,434.60",store_leads,135,"Explore b̶öhme’s collections of women’s clothing to go anywhere in. Get party ready in matching sets, dresses, blouses & denim. Shop the Work Edit for blazers, jackets, trousers & tops. Layer up for the winter in our cozy sweaters, heeled boots & coats or summer nights in shorts, tank tops, mini skirts & sandals",/Apparel/Women's Clothing,Draper,Utah,US,"Draper, UT, USA",Shopify,Shopify Plus,1731292,466864,shopbohme,shopbohme,@bohme,,http://www.linkedin.com/company/bohme,,shopbohme,54700,,63500,,webteam@bohme.com,+1 801-266-2002,,,,,
www.bokksu.com,Bokksu,list1,"USD $46,471,137.96",store_leads,64,"Experience Japan's best snacks with Bokksu Japanese snack box subscription. Discover inspiring authentic flavors of Japanese treats, candies and teas from small family snack maker businesses in Japan. Subscribe to a Japanese snack box with free shipping worldwide to your door.",/Food & Drink/Food/Snack Foods:/Food & Drink/Food/Candy & Sweets,New York,New York,US,"New York, NY, USA",Shopify,,3973176,1071417,bokksu,bokksu,@bokksu,,https://www.linkedin.com/company/bokksu,bokksu,,266400,,,7580,care@bokksu.com:support@bokksu.com,,,,,,
lunya.co,Lunya,list1,"USD $48,841,127.52",store_leads,52,Shop luxury loungewear and sleepwear from Lunya. Find effortless & comfortable sleepwear built for function & flattery. Feel and experience the difference here.,/Apparel/Women's Clothing,Santa Monica,California,US,"Santa Monica, CA, USA",Shopify,Shopify Plus,1023837,276090,lunya,lunya.co,@lunyaofficial,,https://www.linkedin.com/company/lunya-company,ucmu6lqrj2pjrhpfien_yqja,lunyaco,3966,,19200,378,press@lunya.co:happiness@lunya.co,+1 310-395-2666:+1 857-991-1169,,,,,
koparibeauty.com,Kopari Beauty,list1,"USD $17,958,656.40",store_leads,153,"Everybody should feel like paradise. That’s why our clean skin & body care products are made using nature’s best ingredients in the world, powered by proven actives, and backed by clinical results to give you glowing, nourished, protected skin, head-to-toe.",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,San Diego,California,US,"San Diego, CA, USA",Shopify,Shopify Plus,1279520,345038,koparibeauty,koparibeauty,@koparibeauty,,https://www.linkedin.com/company/kopari-beauty,,,87100,,,,aloha@koparibeauty.com,+1 833-993-0054,,,,,
limecrime.com,Lime Crime,list1,"USD $14,295,493.08",store_leads,21,"We create kick-ass products so you can create looks as unique as you. Whether you're looking for a new go-to color or a special occasion sparkle, find the perfect shade. Shop now.",/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,Los Angeles,California,US,"Woodland Hills, Los Angeles, CA, USA",Shopify,,1018526,274658,limecrimemakeup,limecrime,@limecrime,limecrime,https://www.linkedin.com/company/lime-crime-inc,,limecrime,21600,66200,77300,,customercare@limecrimemakeup.com:customercare@limecrime.com:HR@LimeCrimeMakeup.com,+1 866-528-3687:+1 310-281-6368:+1 833-627-9536,,,,,
www.archerandolive.com,Archer and Olive,list1,"USD $15,102,844.68",store_leads,10,"Dot grid notebooks with ultra thick 160gsm pages. You can write, draw, and even paint in them! No bleeding or ghosting.",/Books & Literature/Notebooks & Planners,Georgetown,Texas,US,"Georgetown, TX, USA",Shopify,Shopify Plus,1076048,290170,archerandolive,archerandolive,@archerandolive,,http://www.linkedin.com/company/archer-and-olive,archerandolive,archerolive,39200,,85600,25500,hello@archerandolive.com:info@archerandolive.com,+1 737-201-9138,,,,,
velvetcaviar.com,VelvetCaviar.com,list1,"USD $38,060,369.88",store_leads,28,"Don't settle for boring phone cases! Design is our passion, protection is our guarantee. Shop 100+ designer cases in marble, glitter, and camo to floral, wallet, and even fur!",/Consumer Electronics/Mobile & Wireless/Mobile & Wireless Accessories,Murray,Utah,US,"Murray, UT, USA",Shopify,Shopify Plus,3254074,877502,velvetcaviar,velvetcaviar,@velvetcaviar,,https://www.linkedin.com/company/velvet-caviar,,velvetcaviar,84400,,8500,,hello@velvetcaviar.com,,,,,,
hellotushy.com,TUSHY,list1,"USD $26,571,042.12",store_leads,60,"Meet TUSHY! The modern and sustainable bidet company that offers an alternative to toilet paper. Browse our bidets, bathroom and toilet paper!",/Home & Garden/Bed & Bath/Bathroom,,New York,US,"Brooklyn, NY, USA",Shopify,Shopify Plus,2271763,612609,hellotushy,,@hellotushy,hellotushy,https://www.linkedin.com/company/tushy,ucs-h_9kw54j6qvbabcyni-g,,31900,14500,,46500,PartnerSupport@angi.com:myorder@hellotushy.com:accessibility@hellotushy.com:hello@hellotushy.com:subscriptions@hellotushy.com,+1 888-218-8749,,,,,
wallaroohats.com,Wallaroo Sun Protection Hats,list1,"USD $20,619,013.32",store_leads,15,"Looking for stylish sun protection hats? Shop our vast assortment of men's, women's, and kids' sun hats specially designed to protect against UV rays.",/Apparel/Headwear,Boulder,Colorado,US,"Boulder, CO, USA",Shopify,Shopify Plus,1469065,396152,wallaroohats,wallaroohats,,,https://www.linkedin.com/company/wallaroo-hat-company-llc,ucxxiuo7cxjryuev2j5-wgtq,wallaroohats,,,1600,447,info@wallaroohats.com:sales@wallaroohats.co.uk,+1 303-494-5949:+1 888-925-2766,,,,,
www.thewalkingcompany.com,The Walking Company,list1,"USD $40,435,566.36",store_leads,345,"Plan your summer style with our Personalized Shoe Finder. Find ABEO, Birkenstock, Ecco, Dansko, Saucony, Mephisto, Vionic, GDEFY, Merrell, Sorel, Propet, Born, Keen, Cobb Hill, Remonte, Rieker, Softwalk, Comfortiva, Strive, Aetrex, Orthotics & More. Keep on Walking in Podiatrist Recommended Shoes with Style.",/Apparel/Footwear,San Diego,California,US,"San Diego, CA, USA",Shopify,,3457148,932264,walkingco_,walkingcoofficial,,,https://www.linkedin.com/company/the-walking-company-holdings-inc,walkingco_,,,,,943,press@walkingco.com,+1 855-665-7710,,,,,
counterculturecoffee.com,Counter Culture Coffee,list1,"USD $24,902,877.60",store_leads,132,Counter Culture Coffee is a specialty coffee roaster sourcing exceptional single-origin and specialty coffee. Fresh-roasted coffee to your doorstep.,/Food & Drink/Beverages/Coffee & Tea,Durham,North Carolina,US,"Durham, NC, USA",Shopify,Shopify Plus,2129139,574149,counterculturecoffee,counterculturecoffee,,counter_culture,https://www.linkedin.com/company/counter-culture-coffee,counterculturecoffee,,,47000,,4600,info@counterculturecoffee.com:retail@counterculturecoffee.com:retail@counterculturecoffe.com:hr@counterculturecoffe.com:hr@counterculturecoffee.com,+1 919-362-5282,,,,,
www.roadid.com,ROAD iD,list1,"USD $14,977,530.60",store_leads,43,"ROAD iD is the premier line of ID tags and bracelets for hikers, runners, cyclists, and medical id. 4 ways to wear - wrist, wearable tech, neck, or shoe.",/Safety & Survival/Safety/Rescue & Emergency:/Sports/Sporting Goods,Covington,Kentucky,US,"Covington, KY, USA",Shopify,Shopify Plus,1067120,287762,roadid,roadid,@road.id,,https://www.linkedin.com/company/road-id,roadid,,4115,,,6140,help@roadid.com,+1 800-345-6336:+1 800-345-6335:+1 859-341-1102,,,,,
k9ballistics.com,K9 Ballistics,list1,"USD $20,637,942.48",store_leads,19,"K9 Ballistics® dog beds are tough and durable. Includes chew-proof, water-resistant, orthopedic, elevated & large dog beds. Sustainably made. Free shipping!",/Pets & Animals/Dogs:/Pets & Animals/Pet Food & Supplies,Camarillo,California,US,"Camarillo, CA, USA",Shopify,Shopify Plus,1764496,475818,k9ballistics,k9ballistics,@k9ballistics,,https://www.linkedin.com/company/k9ballistics,k9ballistics,k9ballistics,39000,,4000,996,info@k9ballistics.com,+1 844-772-3125,,,,,
www.intotheam.com,INTO THE AM,list1,"USD $26,543,651.16",store_leads,,"Stay inspired in our unique graphic and all over print t-shirts, hoodies, tank tops, and hats at INTO THE AM. Elevated Everyday Apparel for Life's Adventure.",/Apparel/Casual Apparel,Anaheim,California,US,"Anaheim, CA, USA",Shopify,Shopify Plus,2269421,611978,intotheam,intotheam,@intotheam,,,,,1849,,,,support@intotheam.com,+1 888-438-5443,,,,,
www.4ocean.com,4ocean,list1,"USD $33,140,911.80",store_leads,169,"Join the movement to clean up our oceans with 4ocean. Go plastic neutral, buy a bracelet, fund a cleanup, and become a part of the solution.",/Apparel/Clothing Accessories,Boca Raton,Florida,US,"Boca Raton, FL, USA",Shopify,,744694,200816,4ocean,4oceanbracelets,@4ocean,4ocean,https://www.linkedin.com/company/4oceanpbc,ucct_-ogw5iiuuuhwmuyupyq,discover4ocean,3400000,191700,19900,122000,info@4ocean.com:partnerships@4ocean.com,+1 561-270-0650,,,,,
buxomcosmetics.com,BUXOM,list1,"USD $19,619,141.64",store_leads,13,"Plump your pout and play up your best features with BUXOM Cosmetics' iconic tingling lip products, big, bold, sexy eye and face makeup, and skin essentials.",/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,New York,New York,US,"New York, NY, USA",Shopify,Shopify Plus,1397826,376941,buxomcosmetics,buxomcosmetics,@buxomcosmetics,buxomcosmetics,http://www.linkedin.com/company/buxom-cosmetics,buxomcosmetics,buxomcosmetics,25900,10000,4600,5000,customerservice@buxomcosmeti.com:customerservice@buxomcosmetics.com,+1 844-383-3463:+1 888-383-3643,,,,,
brooklyncandlestudio.com,Brooklyn Candle Studio,list1,"USD $14,176,635.48",store_leads,18,"Indie designer + maker of beautifully scented, minimalist soy candles. Our eco-friendly, small batch candles are handmade in our Brooklyn studio.",/Home & Garden/Home & Interior Decor,,New York,US,"Brooklyn, NY, USA",Shopify,Shopify Plus,1010058,272375,brooklyncandlestudio,brooklyncandlestudio,@brooklyncandlestudio,bkcandlestudio,https://www.linkedin.com/company/brooklyn-candle-studio,,bkcandlestudio,2521,454,4328,,support@brooklyncandlestudio.com:press@brooklyncandlestudio.com:hello@brooklyncandlestudio.com:wholesale@brooklyncandlestudio.com,,,,,,
www.sunbum.com,Official Sun Bum® Website,list1,"USD $32,141,454.84",store_leads,219,"We’re just a group of friends that make trusted products for our small beach community, and we hope you like ‘em too. Trust The Bum®.",/Beauty & Fitness/Face & Body Care:/Beauty & Fitness/Hair Care,Encinitas,California,US,"Encinitas, CA, USA",Shopify,Shopify Plus,2748021,741038,sunbum,sunbum,@sunbum,,https://www.linkedin.com/company/sun-bum,ucin4y6n-0oot2kn50gcyshg,,173800,,,9480,hey@sunbum.com,+1 407-906-1605,,,,,
bedjet.com,BedJet,list1,"USD $19,757,368.68",store_leads,12,"Discover the BedJet® air based cooling, warming & sweat drying sleep system just for your bed! Shop now - free shipping - free returns.",/Home & Garden/HVAC & Climate Control:/Home & Garden/Home Improvement,Newport,Rhode Island,US,"Newport, RI, USA",Shopify,Shopify Plus,1407674,379597,bedjetsleep,bedjet,,bedjetsleep,https://www.linkedin.com/company/bedjet,,,,5404,,,info@bedjet.com,+1 401-404-5250,,,,,
barbellapparel.com,Barbell Apparel,list1,"USD $22,385,659.68",store_leads,13,See why we're changing the world of activewear as we know it. Mens and womens clothing designed by professionals and active lifestyle lovers that know exactly what you need.,/Apparel/Athletic Apparel:/Beauty & Fitness/Fitness,Las Vegas,Nevada,US,"Las Vegas, NV, USA",Shopify,,1134073,305817,barbellapparel,barbellapparel,,barbellapparel,https://www.linkedin.com/company/barbell-apparel,ucqnjxddz5f2xlghr3tl3rig,barbellapparel,,3852,1400,1410,team@barbellapparel.com:team@barbellappareo.com,,,,,,
www.seavees.com,SeaVees,list1,"USD $33,592,117.44",store_leads,39,Born in '64. Rediscovered in a thrift store. Shop womens & mens sneakers with SeaVees. Legendary style and comfort. Recycled materials in every shoe we make.,/Apparel/Footwear,Santa Barbara,California,US,"Santa Barbara, CA, USA",Shopify,Shopify Plus,979133,264035,seavees,,@seavees,,https://www.linkedin.com/company/seavees,,seavees,21900,,1700,,press@seavees.com:support@seavees.com:at support@seavees.com,+1 855-526-1819,,,,,
www.kleankanteen.com,Klean Kanteen,list1,"USD $26,323,299.84",store_leads,79,"Insulated water bottles, mugs, cups, tumblers, food containers, lunch boxes and straws. High-quality, durable, reusable stainless steel solutions since 2002, with over 20 years of action. We deliver solutions that inspire healthy choices and create benefit for people and the places we live and play.",/Home & Garden/Kitchen & Dining/Cookware & Diningware:/Food & Drink/Beverages,Chico,California,US,"Chico, CA, USA",Shopify,Shopify Plus,2250582,606898,kleankanteen,kleankanteen,@kleankanteen,,https://www.linkedin.com/company/klean-kanteen,uc_4z0yoaflezqt2bcys3ema,,3429,,,3540,donations@kleankanteen.com:marketing@kleankanteen.com:web@kleankanteen.com:affiliate@kleankanteen.com,+1 800-767-3173,,,,,
prxperformance.com,PRx Performance,list1,"USD $13,628,716.44",store_leads,40,PRx Performance Profile Racks are made specifically for your workouts. Perfect for both commercial and home gyms where space is limited. As seen on Shark Tank!,/Beauty & Fitness:/Consumer Electronics,Fargo,North Dakota,US,"Fargo, ND, USA",Shopify,,971020,261847,prxperformance,prxperformance,,prxperformance,https://www.linkedin.com/company/prx-performance,uc31exhf_wonbn3zry_zidna,prxperformance,,1574,23200,12500,sales@prxperformance.com:support@prxperformance.com:careers@prxperformance.com,+1 701-566-0452,,,,,
goldspot.com,Goldspot Pens,list1,"USD $14,535,262.68",store_leads,24,"Goldspot Pens is a leading retailer of fountain pens and ink, ballpoint pens, rollerball, mechanical pencils and notebooks, from brands including Pelikan, Waterman, Parker, Pilot Pen, Lamy, Kaweco, Rhodia and many more.",/Business & Industrial/Business Services/Office Supplies,Aberdeen Township,New Jersey,US,"Aberdeen Township, NJ, USA",Shopify,Shopify Plus,1035609,279265,goldspotpens,goldspotpens,@goldspotpens,goldspotpens,https://www.linkedin.com/company/goldspotinc,ucmob8pxjiorundrliabzwiw,goldspotpens,13800,7516,2800,168000,orders@goldspot.com,+1 732-694-2000:+1 800-963-7367,,,,,
